Offset,Endfire_Amplitude,Endfire_Phase,Endfire_Real,Endfire_Imag,Broadside_Amplitude,Broadside_Phase,Broadside_Real,Broadside_Imag,Oblique_Amplitude,Oblique_Phase,Oblique_Real,Oblique_Imag
0.1,28381.1517701877,-1.57387576417316,-87.3978414676749,-28381.0172019914,13790.2550886652,1.5771061457934,-87.0134361605604,13789.9805682381,7296.0394965573,-1.58274907394968,-87.2056388141176,-7295.51831687668
0.119148936170213,17075.9042732968,-1.57590510559516,-87.236638271781,-17075.681436468,8117.95659731902,1.58147552714723,-86.6916371364453,8117.49369423876,4479.93802049797,-1.59020945257942,-86.9641377041133,-4479.09387111463
0.138297872340426,11090.2237121844,-1.57864544065671,-87.0475348508148,-11089.8820874243,5153.98729931714,1.58754422396111,-86.3144140682335,5153.26448995648,2969.5741640805,-1.59999017198815,-86.6809744595241,-2968.30879873391
0.157446808510638,7628.84375315831,-1.58217846270311,-86.8306615302959,-7628.34958862799,3460.91382117084,1.59561375305445,-85.8821570441322,3459.84807942094,2086.03898273506,-1.61220547322659,-86.356409287214,-2084.25075460352
0.176595744680851,5488.12396561872,-1.58657398792808,-86.5861677000635,-5487.44088784212,2426.81435426003,1.60599182721852,-85.3953128919564,2425.31143372941,1533.4776183084,-1.62690139748449,-85.9907402960099,-1531.06472705636
0.195744680851064,4092.28941859279,-1.59188980623506,-86.314221680781,-4091.37905120782,1761.4678204938,1.61898752094524,-84.8543846465505,1759.42280763933,1169.11490172161,-1.64406622290427,-85.5843031636656,-1165.97812178425
0.214893617021277,3142.43020122209,-1.59817187679173,-86.0150105735857,-3141.25277357757,1315.26781688845,1.6349031734915,-84.2599309503632,1312.56607230979,918.298509078694,-1.66364185726651,-85.1374707619744,-914.343350633888
0.234042553191489,2472.86910349485,-1.60545481212012,-85.688740093028,-2471.38403386456,1005.80795109056,1.65402212308753,-83.6125653879421,1002.32658020539,739.390413480783,-1.68553500069275,-84.6506527404851,-734.528726829586
0.253191489361702,1986.71916403175,-1.61376258892845,-85.3356343834725,-1984.88560532727,785.176483875692,1.67659142930928,-82.9129557552016,780.786496168659,607.898480990082,-1.70962730342588,-84.1242950693371,-602.049554579303
0.272340425531915,1624.73076948514,-1.62310942324357,-84.9559358191516,-1622.50810854087,624.236362706943,1.70279907771114,-82.1618232643968,618.805681392361,508.759989500186,-1.73578410274442,-83.5588795417742,-501.851213574256
0.291489361702128,1349.27220131356,-1.63350075093995,-84.5499047880737,-1346.62050587307,504.580928151221,1.73274592770344,-81.3599416858236,497.978386019742,432.353884204291,-1.76386159710537,-82.9549232369487,-424.321059926666
0.31063829787234,1135.65244941088,-1.64493426128673,-84.1178194600073,-1132.53285970087,414.195190511486,1.76641399097034,-80.5081364273394,406.295576904109,372.331269260268,-1.79371250011849,-82.3129779436734,-363.118641398382
0.329787234042553,967.207687363231,-1.65740093942521,-83.6599755387796,-963.582751499517,345.008537235528,1.80363450424672,-79.6072835528839,335.698631469849,324.38197625513,-1.82519032449809,-81.6336295458318,-313.942060014834
0.348936170212766,832.410115640633,-1.67088608266651,-83.1766859991398,-828.244070022269,291.460092538556,1.84406137866644,-78.6583087412539,280.645427556818,285.506058934232,-1.85815249589316,-80.9174973701968,-273.799321232725
0.368085106382979,723.108823679764,-1.68537026432285,-82.6682808084583,-718.367820988458,249.629243017678,1.8871572341969,-77.6621861864627,237.241109014264,253.568911551628,-1.89246250749664,-80.1652334974605,-240.563355987097
0.387234042553191,633.427374757395,-1.70083022687013,-82.1351066335455,-628.079663219835,216.693368788472,1.93219927854864,-76.619937441089,202.695341000775,227.021466831282,-1.9279913142281,-79.3775220373172,-212.69216110953
0.406382978723404,559.054604877061,-1.7172396932366,-81.5775265328871,-553.070663115504,190.58128559898,1.97830978090406,-75.5326302040924,174.974421545012,204.719545500454,-1.96461814146436,-78.5550783684898,-189.048120785246
0.425531914893617,496.777570266413,-1.7345700907702,-80.9959196346125,-490.130202418035,169.747132057823,2.02451070032857,-74.4013770546438,152.573011814766,185.804451471366,-2.00223085527008,-77.6986483446282,-168.778595301635
0.44468085106383,444.167416172775,-1.75279118694789,-80.3906808005224,-436.831812062752,153.020153322293,2.06979550205065,-73.227334133585,134.361173180597,169.622361363467,-2.04072601333907,-76.8090074670537,-151.235319441078
0.463829787234043,399.364033818159,-1.77187163924463,-79.762220276518,-391.317798884835,139.503161201539,2.11320589420721,-72.0116997742013,119.479902413974,155.668851063134,-2.08000869075488,-75.8869600253597,-135.91894823543
0.482978723404255,360.925859952604,-1.79177946392209,-79.1109633297881,-352.149019398833,128.502577173205,2.15389961002657,-70.755713084051,107.26854807502,143.550048706978,-2.119992153198,-74.9333382069196,-122.440235661906
0.502127659574468,327.723443440774,-1.81248242999807,-78.4373498731223,-318.198424769137,119.479129182779,2.19119824456214,-69.4606524796614,97.2135796448982,132.954993206844,-2.16059743253738,-73.9490011763919,-110.492422562119
0.521276595744681,298.862924425388,-1.83394838548722,-77.741834076732,-288.574522143728,112.012179861108,2.22461011321161,-68.1278341759555,88.9119038584307,123.635675733877,-2.2017528455804,-72.9348341263438,-99.8313091426485
0.540425531914894,273.630280547392,-1.85614552332152,-77.0248839679738,-262.56560643421,105.773204147087,2.25382945877739,-66.7586106323341,82.044247951832,115.392432797606,-2.24339348565845,-71.8917473001539,-90.260679241189
0.559574468085106,251.450200770422,-1.87904259430268,-76.2869810193798,-239.598622688935,100.505585797298,2.27871779805686,-65.3543689573904,76.3556103678006,108.063121710091,-2.28546070818368,-70.8206749883851,-81.621506160567
0.578723404255319,231.855400950996,-1.90260907412439,-75.5286197254142,-219.208472811889,96.0089489259387,2.299274881418,-63.9165292742857,71.640739522934,101.515005648905,-2.32790162483427,-69.72257449985,-73.7838666444777
0.597872340425532,214.463486018439,-1.92681529102187,-74.7503071683832,-201.014871125033,92.1268784366602,2.31560610043729,-62.4465430488634,67.7332340268027,95.6386042572742,-2.37066861618014,-68.5984251086233,-66.6408185491153
0.617021276595745,198.95932952246,-1.95163252003092,-73.9525625739376,-184.704719194651,88.7372580277229,2.32789130384227,-60.9458913826248,64.4972812284051,90.3429867536483,-2.4137188689826,-67.4492269782812,-60.1037189831227
0.636170212765957,185.081530498575,-1.97703304922177,-73.1359168566172,-170.018559566998,85.7446723477897,2.33635787846559,-59.4160832727348,61.8213384241822,85.5521352762734,-2.45701394179518,-66.276000064676,-54.098610571408
0.65531914893617,172.611913845234,-2.00299022265181,-72.3009121558962,-156.740074335633,83.0744512239006,2.3412592224237,-57.8586538412621,59.6132587754541,81.2021103811804,-2.50051936062323,-65.0797829985791,-48.5634077800895
0.674468085106383,161.367323984323,-2.02947846418174,-71.4481013631958,-144.687878073651,80.6680204409527,2.34285858473817,-56.2751625359003,57.7965016538195,77.2388235234896,-2.54420424508261,-63.8616319495481,-43.4456882099159
0.693617021276596,151.193161825806,-2.05647328573837,-70.5780476403424,-133.709054944539,78.4792872967157,2.34141762191205,-54.667191304448,56.3071641044311,73.6162729699787,-2.58804096459182,-62.6226194723952,-38.7009454200541
0.712765957446808,141.958258002514,-2.08395128309277,-69.6913239299537,-123.674032779717,76.471840289926,2.33718878135691,-53.0363427453567,55.0916391617186,70.2951365350765,-2.63200482352861,-61.3638333376552,-34.2911968089993
0.731914893617021,133.550778424081,-2.11189012176021,-68.7885124582456,-114.472490020352,74.6167850131701,2.33041061307329,-51.3842382366878,54.1047564132485,67.2416412471559,-2.67607377389993,-60.0863753474667,-30.1838668035519
0.751063829787234,125.874933251435,-2.14026851521791,-67.8702042307587,-106.010066497141,72.8910742320414,2.32130521857282,-49.712516045839,53.3082962689034,64.4266495575289,-2.72022815385181,-58.7913601382989,-26.3508851141188
0.770212765957447,118.848315533258,-2.16906619727697,-66.9369985215087,-98.2057041827228,71.2762199961561,2.31007719493337,-48.0228294224281,52.6697958151046,61.8249160771037,-2.76445045023678,-57.4799139719684,-22.7679541838091
0.78936170212766,112.399736603871,-2.19826389013299,-65.9895023560728,-90.9894849277511,69.7573000524601,2.29691358067876,-46.3168446767377,52.1615836588567,59.4144795079471,-2.80872508342799,-56.1531735164053,-19.4139506344472
0.808510638297872,106.467455863027,-2.22784326935115,-65.0283299891273,-84.3008627285077,68.3221904719383,2.28198443980936,-44.5962392461412,51.7599957108263,57.1761624417917,-2.85303821259488,-54.8122846176342,-16.2704335088407
0.827659574468085,100.997725532738,-2.25778692681273,-64.0541023769585,-78.0872110621727,66.9609719610081,2.26544382479047,-42.8626997519431,51.4447347737131,55.0931577427085,-2.8973775597181,-53.4584010644508,-13.3212381442299
0.846808510638298,95.94358840661,-2.288078332455,-63.0674466454712,-72.3026232577881,65.6654695073349,2.24743093933533,-41.1179200490756,51.1983450558371,53.15068483026,-2.9417322507064,-52.0926833472734,-10.5521391009755
0.865957446808511,91.26387990775,-2.31870179547314,-62.0689955542241,-66.9069171813043,64.4288944518173,2.22807138092034,-39.3635992710998,51.00577901285,51.335702703018,-2.98609267207779,-50.716297412662,-7.95056908422719
0.885106382978723,86.9223959934543,-2.34964242551507,-61.0593869570239,-61.864805743454,63.2455653476161,2.20747838539315,-37.6014398729618,50.8540387345943,49.6366692599832,-3.03045034177271,-49.3304134149929,-5.50538350442986
0.904255319148936,82.8871963506203,-2.38088609428582,-60.0392632596116,-57.1452026517479,62.1106895356104,2.18575402576467,-35.8331456739563,50.7318778057546,48.043338586909,-3.07479779277458,-47.936204466784,-3.20666242299663
0.923404255319149,79.1300184767271,-2.41241939788295,-59.0092708749783,-52.720638984468,61.0201916174584,2.16299033765333,-34.0604199033421,50.6295524475514,46.5465895218894,-3.11912846831931,-46.5348453891602,-1.04554326845826
0.942553191489362,75.625783054349,-2.44422962010666,-57.9700596768469,-48.5667709822906,59.9705782477575,2.13927035750134,-32.2849632510519,50.5386129929249,45.1382801085466,3.11974867960162,-45.1275114639494,0.985921005317128
